construction,N,num_blocks,num_matching,predicted_alpha,actual_alpha,alpha_gap,d_max,c,k4_free,block_ids,k_copies,source,g6
single,35,1,7,14,14,0,3,1.0923,1,9,7,,bEk???E@W??????B?@W??O???????o??k?????_??G????E???J?????G???C???????W???@W????@???????C???????o????D_
single,40,1,8,16,16,0,3,1.0923,1,9,8,,gEk???E@W??????B?@W??????????o??k?????@???O???E???J??????O???G??????W???@W?????A????A?????????o????D_?????G?????O???????????o?????J
single,45,1,9,18,18,0,3,1.0923,1,9,9,,lEk???E@W??????B?@W??????????o??k???O?????????E???J???????_???O?????W???@W??????C????C????????o????D_??????O?????_??????????o?????J???????_?????????O?????????W??????J
single,50,1,10,20,20,0,3,1.0923,1,9,10,,qEk???E@W??????B?@W??????????o??k?????????????E???J???????@????_????W???@W???????G????G???????o????D_???????_????@??????????o?????J???????@??????C????????????W??????J???????@???????G??????????????E???????D_
single,55,1,11,22,22,0,3,1.0923,1,9,11,,vEk???E@W??????B?@W??????????o??k?????????????E???J????G????????????W???@W????????O????O??????o????D_???????@?????A?????????o?????J????????A??????G???????????W??????J????????A???????O?????????????E???????D_???????@????????????C????????????o???????@W
single,60,1,12,24,24,0,3,1.0923,1,9,12,,{Ek???E@W??????B?@W??????????o??k?????????????E???J?????????????????W???@W?????????_????_?????o????D_????????A?????C????????o?????J?????????C??????O??????????W??????J?????????C???????_????????????E???????D_????????A????????_???????????????o???????@W?????????_????????O?????????????????B?????????J
single,10,1,2,4,4,0,4,1.1542,1,10,2,,IE}?@?E@w
single,15,1,3,6,6,0,4,1.1542,1,10,3,,NE}???E@x????O?B?@w
single,20,1,4,8,8,0,4,1.1542,1,10,4,,SE{???E@wG???O?B?@{?????_????o??{
single,25,1,5,10,10,0,4,1.1542,1,10,5,,XE}???E@w??????B?@w?O???@????o??{_???????C????E???N
single,30,1,6,12,12,0,4,1.1542,1,10,6,,]E{???E@w??????B?@w?O????A???o??{C??????A?????E???N_???????@????????W???@w
single,35,1,7,14,14,0,4,1.1542,1,10,7,,bE}???E@w??????B?@w??????????o??{??O?????C????E???N?A???????A???????W???@x????????????C???????o????F_
single,40,1,8,16,16,0,4,1.1542,1,10,8,,gE{???E@w??????B?@w??????????o??{??O??????G???E???N?A????????C??????W???@wG?????????@?????????o????Fo???????????G???????????o?????N
single,45,1,9,18,18,0,4,1.1542,1,10,9,,lE}???E@w??????B?@w??????????o??{?????????????E???N???G???????G?????W???@w??_????????A????????o????F_@???????????O??????????o?????NG????????????????O?????????W??????N
single,50,1,10,20,20,0,4,1.1542,1,10,10,,qE{???E@w??????B?@w??????????o??{?????????????E???N???G????????O????W???@w??_?????????C???????o????F_@????????????_?????????o?????N@?????????????A????????????W??????N_??????????????C??????????????E???????F_
single,55,1,11,22,22,0,4,1.1542,1,10,11,,vE}???E@w??????B?@w??????????o??{?????????????E???N?????????????????W???@w???A?????????G??????o????F_??C??????????@?????????o?????N??C????????????C???????????W??????N?A??????????????G?????????????E???????Fc????????????????????C????????????o???????@w
single,60,1,12,24,24,0,4,1.1542,1,10,12,,{E{???E@w??????B?@w??????????o??{?????????????E???N?????????????????W???@w???A??????????O?????o????F_??C???????????A????????o?????N??C?????????????G??????????W??????N?A???????????????O????????????E???????F__????????????????O???????????????o???????@{??????????????????G?????????????????B?????????N
single,10,1,2,4,4,0,4,1.1542,1,12,2,,IF|C??F@w
single,15,1,3,6,6,0,4,1.1542,1,12,3,,NF}???F@y??O???B_@w
single,20,1,4,8,8,0,4,1.1542,1,12,4,,SF{???F@wC?_???B_@y??_???????w??{
single,25,1,5,10,10,0,4,1.1542,1,12,5,,XF{???F@{??????B_@wC?@???????w??|????@????????F???N
single,30,1,6,12,12,0,4,1.1542,1,12,6,,]F{???F@w??????B_@w?G?A??????w??{A??@?????????F???NO???O????????????[???@w
single,35,1,7,14,14,0,4,1.1542,1,12,7,,bF{???F@w??????B_@{??????????w??{?C??A????????F???N?_???_???????????[???@y???????O????????????w????F_
single,40,1,8,16,16,0,4,1.1542,1,12,8,,gF{???F@w??????B_@w??????????w??{??G??C???????F???N?@???@???????????[???@wC????G??????????????w????Fg?????_?????????????????w?????N
single,45,1,9,18,18,0,4,1.1542,1,12,9,,lF{???F@w??????B_@w??????????w??}?????????????F???N??A???A??????????[???@w?G????O?????????????w????F_O????@?????????????????w?????NO?????????O????????????????[??????N
single,50,1,10,20,20,0,4,1.1542,1,12,10,,qF{???F@w??????B_@w??????????w??{?????????????F???N???C???C?????????[???@w??O????_????????????w????F_?_????A????????????????w?????N?_?????C???????????????????[??????NO??????C??????????????????????F???????F_
single,55,1,11,22,22,0,4,1.1542,1,12,11,,vF{???F@w??????B_@w??????????w??{?????????????F???N_????????????????[???@w???_???@????????????w????F_?@?????C???????????????w?????N?@??????G??????????????????[??????N?_??????G?????????????????????F???????Fg???????????@?????????????????????w???????@w
single,60,1,12,24,24,0,4,1.1542,1,12,12,,{F{???F@w??????B_@w??????????w??{?????????????F???N?????????????????[???@w???@????A???????????w????F_??A?????G??????????????w?????N??A??????O?????????????????[??????N?@???????O????????????????????F???????F_O???????G????????????????????????w???????@y????????A???????????????????????????B_????????N
single,10,1,2,4,4,0,4,1.1542,1,7,2,,IC{@A?C@w
single,15,1,3,6,6,0,4,1.1542,1,7,3,,NC{A??C@w?C??O?A?@w
single,20,1,4,8,8,0,4,1.1542,1,7,4,,SC{???C@w??G?_?A?@w??G?@?????_??{
single,25,1,5,10,10,0,4,1.1542,1,7,5,,XC{???C@w?G????A?@w???O?A????_??{???G????C????C???N
single,30,1,6,12,12,0,4,1.1542,1,7,6,,]C{???C@w??????A?@w????_?C???_??{????O??C?????C???N????C???A????????O???@w
single,35,1,7,14,14,0,4,1.1542,1,7,7,,bC{???C@w??????A?@w??O???????_??{?????_??G????C???N?????G???C???????O???@w????@???????C???????_????F_
single,40,1,8,16,16,0,4,1.1542,1,7,8,,gC{???C@w??????A?@w??????????_??{?????@???O???C???N??????O???G??????O???@w?????A????A?????????_????F_?????G?????O???????????_?????N
single,45,1,9,18,18,0,4,1.1542,1,7,9,,lC{???C@w??????A?@w??????????_??{???O?????????C???N???????_???O?????O???@w??????C????C????????_????F_??????O?????_??????????_?????N???????_?????????O?????????O??????N
single,50,1,10,20,20,0,4,1.1542,1,7,10,,qC{???C@w??????A?@w??????????_??{?????????????C???N???????@????_????O???@w???????G????G???????_????F_???????_????@??????????_?????N???????@??????C????????????O??????N???????@???????G??????????????C???????F_
single,55,1,11,22,22,0,4,1.1542,1,7,11,,vC{???C@w??????A?@w??????????_??{?????????????C???N????G????????????O???@w????????O????O??????_????F_???????@?????A?????????_?????N????????A??????G???????????O??????N????????A???????O?????????????C???????F_???????@????????????C????????????_???????@w
single,60,1,12,24,24,0,4,1.1542,1,7,12,,{C{???C@w??????A?@w??????????_??{?????????????C???N?????????????????O???@w?????????_????_?????_????F_????????A?????C????????_?????N?????????C??????O??????????O??????N?????????C???????_????????????C???????F_????????A????????_???????????????_???????@w?????????_????????O?????????????????A?????????N
single,10,1,3,5,5,0,4,1.4427,1,5,2,,I?{aC??@w
single,15,1,4,8,8,0,4,1.5389,1,5,3,,N?}????@x?G??O???@w
single,20,1,6,10,10,0,4,1.4427,1,5,4,,S?{????@wA?O@????@x??O?A????????{
single,25,1,7,13,13,0,4,1.5004,1,5,5,,X?{????@{????????@wA??_?C???????{_??O????C????????N
single,30,1,9,15,15,0,4,1.4427,1,5,6,,]?{????@w????????@w?C?@??G??????{@???_??G?????????NG???G???C????????????@w
single,35,1,10,18,18,0,4,1.4839,1,5,7,,b?{????@w????????@{?????????????{?A??@???O????????N?O???O???G???????????@x????A???????C????????????F_
single,40,1,12,20,20,0,4,1.4427,1,5,8,,g?{????@w????????@w?????????????{??C??A???_???????N??_???_???O??????????@wA????C????C??????????????Fc?????O?????_?????????????????N
single,45,1,13,23,23,0,4,1.4748,1,5,9,,l?{????@w????????@w?????????????}?????????????????N??@???@????_?????????@w?C????G????G?????????????F_G?????_????@?????????????????NG?????@??????????O????????????????N
single,50,1,15,25,25,0,4,1.4427,1,5,10,,q?{????@w????????@w?????????????{?????????????????N???A???A???@?????????@w??G????O????O????????????F_?O????@?????A????????????????N?O?????A??????G???????????????????NG??????A???????O??????????????????????F_
single,55,1,16,28,28,0,4,1.4689,1,5,11,,v?{????@w????????@w?????????????{?????????????????N_????????????????????@w???O????_????_???????????F_??_????A?????C???????????????N??_?????C??????O??????????????????N?O??????C???????_?????????????????????Fc???????A????????????C????????????????????@w
single,60,1,18,30,30,0,4,1.4427,1,5,12,,{?{????@w????????@w?????????????{?????????????????N?????????????????????@w????_???@????@???????????F_??@?????C?????G??????????????N??@??????G??????_?????????????????N??_??????G??????@?????????????????????F_G???????C???????@????????????????????????@x????????@?????????_???????????????????????????N
single,8,1,1,3,3,0,3,1.024,1,4,2,,G^_?W[
single,12,1,1,5,5,0,3,1.1378,1,4,3,,K^??W]???@_F
single,16,1,2,6,6,0,3,1.024,1,4,4,,O^??W[G??@_F_?????W?F
single,20,1,2,8,8,0,3,1.0923,1,4,5,,S^??W[???@_FA?????W?F_???????W??[
single,24,1,3,9,9,0,3,1.024,1,4,6,,W^??W[???@_F?G????W?FA???????W??]?????????@_??F
single,28,1,3,11,11,0,3,1.0728,1,4,7,,[^??W[???@_F??????W?F?G??????W??[G????????@_??F_???????????W???F
single,32,1,4,12,12,0,3,1.024,1,4,8,,_^??W[???@_F??????W?F??_?????W??[?_???????@_??FA???????????W???F_?????????????W????[
single,36,1,4,14,14,0,3,1.0619,1,4,9,,c^??W[???@_F??????W?F????????W??[?A???????@_??F?G??????????W???FA?????????????W????]???????????????@_????F
single,40,1,5,15,15,0,3,1.024,1,4,10,,g^??W[???@_F??????W?F????????W??[??G??????@_??F??_?????????W???F?G????????????W????[G??????????????@_????F_?????????????????W?????F
single,44,1,5,17,17,0,3,1.0551,1,4,11,,k^??W[???@_F??????W?F????????W??[?????????@_??F??A?????????W???F??_???????????W????[?_?????????????@_????FA?????????????????W?????F_???????????????????W??????[
single,48,1,6,18,18,0,3,1.024,1,4,12,,o^??W[???@_F??????W?F????????W??[?????????@_??F???G????????W???F??A???????????W????[?A?????????????@_????F?G????????????????W?????FA???????????????????W??????]?????????????????????@_??????F
single,16,1,2,6,6,0,3,1.024,1,2959,2,,O?otQg?GA????K?B?DO?i
single,24,1,3,9,9,0,3,1.024,1,2959,3,,W?otQg?O?????K?B?DO?i???_???O??????K???o??T???i
single,32,1,4,12,12,0,3,1.024,1,2959,4,,_?otQg???????K?B?DO?i????G??_??????K???o??T???i????G???G????????????o????o???DO???Ag
single,40,1,5,15,15,0,3,1.024,1,2959,5,,g?otQg???????K?B?DO?i??@???????????K???o??T???i?????A???A???????????o????o???DO???Ag?????G???????C?????????????K?????B?????DO?????i
single,48,1,6,18,18,0,3,1.024,1,2959,6,,o?otQg???????K?B?DO?i??????????????K???o??T???i???????_???_?????????o????o???DO???Ag??????A?????_??????????????K?????B?????DO?????i???????_?????A????????????????????K???????o??????T???????i
single,56,1,7,21,21,0,3,1.024,1,2959,7,,w?otQg???????K?B?DO?i??????????????K???o??T???i????O????????????????o????o???DO???Ag????????_????G?????????????K?????B?????DO?????i????????G??????_??????????????????K???????o??????T???????i????????G???????????C????????????????????o????????o???????DO???????Ag
single,64,1,8,24,24,0,3,1.024,1,2959,8,,~?@??otQg???????K?B?DO?i??????????????K???o??T???i?????????????????????o????o???DO???Ag?????????G????A????????????K?????B?????DO?????i?????????A??????G?????????????????K???????o??????T???????i?????????A???????A???????????????????????o????????o???????DO???????Ag?????????G????????A????????????????????????????K?????????B?????????DO?????????i
single,72,1,9,27,27,0,3,1.024,1,2959,9,,~?@G?otQg???????K?B?DO?i??????????????K???o??T???i?????????????????????o????o???DO???Ag?????O?????????????????????K?????B?????DO?????i???????????_?????A????????????????K???????o??????T???????i???????????_???????_?????????????????????o????????o???????DO???????Ag??????????A?????????_??????????????????????????K?????????B?????????DO?????????i???????????_???????????????O??????????????????????????K???????????o??????????T???????????i
single,80,1,10,30,30,0,3,1.024,1,2959,10,,~?@O?otQg???????K?B?DO?i??????????????K???o??T???i?????????????????????o????o???DO???Ag???????????????????????????K?????B?????DO?????i????????????G??????_??????????????K???????o??????T???????i????????????G???????G????????????????????o????????o???????DO???????Ag????????????_????????G?????????????????????????K?????????B?????????DO?????????i????????????G??????????_??????????????????????????????K???????????o??????????T???????????i????????????G???????????G????????????????????????????????????o????????????o???????????DO???????????Ag
single,88,1,11,33,33,0,3,1.024,1,2959,11,,~?@W?otQg???????K?B?DO?i??????????????K???o??T???i?????????????????????o????o???DO???Ag???????????????????????????K?????B?????DO?????i??????@???????????????????????????K???????o??????T???????i?????????????A???????A???????????????????o????????o???????DO???????Ag?????????????G????????A????????????????????????K?????????B?????????DO?????????i?????????????A??????????G?????????????????????????????K???????????o??????????T???????????i?????????????A???????????A???????????????????????????????????o????????????o???????????DO???????????Ag?????????????G???????????????????C?????????????????????????????????K?????????????B?????????????DO?????????????i
single,96,1,12,36,36,0,3,1.024,1,2959,12,,~?@_?otQg???????K?B?DO?i??????????????K???o??T???i?????????????????????o????o???DO???Ag???????????????????????????K?????B?????DO?????i??????????????????????????????????K???????o??????T???????i???????????????_???????_?????????????????o????????o???????DO???????Ag??????????????A?????????_??????????????????????K?????????B?????????DO?????????i???????????????_?????????A????????????????????????????K???????????o??????????T???????????i???????????????_???????????_?????????????????????????????????o????????????o???????????DO???????????Ag??????????????A?????????????_??????????????????????????????????????K?????????????B?????????????DO?????????????i???????????????_?????????????A????????????????????????????????????????????K???????????????o??????????????T???????????????i
single,16,1,2,6,6,0,3,1.024,1,4039,2,,OCQeQW???_CC?C?I?EO?e
single,24,1,3,9,9,0,3,1.024,1,4039,3,,WCQeQW??@??C?C?I?EO?e??????_???GO??C??A_??X???e
single,32,1,4,12,12,0,3,1.024,1,4039,4,,_CQeQW?????C?C?I?EO?e???????G??OO??C??A_??X???e????????A???@???C????O???A_???EO???AW
single,40,1,5,15,15,0,3,1.024,1,4039,5,,gCQeQW?????C?C?I?EO?e?????@?????O??C??A_??X???e??????????_???O?C????O???A_???EO???AW???????????_???????G?C?????C?????I?????EO?????e
single,48,1,6,18,18,0,3,1.024,1,4039,6,,oCQeQW?????C?C?I?EO?e???????????O??C??A_??X???e???????????G???CC????O???A_???EO???AW????????????G????@???C?????C?????I?????EO?????e??????????????_?????@??????O??????C??????A_??????X???????e
single,56,1,7,21,21,0,3,1.024,1,4039,7,,wCQeQW?????C?C?I?EO?e???????????O??C??A_??X???e????????C???????C????O???A_???EO???AW?????????????A?????O?C?????C?????I?????EO?????e???????????????G??????O????O??????C??????A_??????X???????e????????????????A????????????_??C????????O???????A_???????EO???????AW
single,64,1,8,24,24,0,3,1.024,1,4039,8,,~?@?CQeQW?????C?C?I?EO?e???????????O??C??A_??X???e????????????????C????O???A_???EO???AW???????????????_????CC?????C?????I?????EO?????e????????????????A??????C???O??????C??????A_??????X???????e??????????????????_???????O?????C????????O???????A_???????EO???????AW???????????????????_????????C????????C?????????C?????????I?????????EO?????????e
single,72,1,9,27,27,0,3,1.024,1,4039,9,,~?@GCQeQW?????C?C?I?EO?e???????????O??C??A_??X???e????????????????C????O???A_???EO???AW??????????@??????????C?????C?????I?????EO?????e??????????????????_?????@??O??????C??????A_??????X???????e???????????????????G???????C????C????????O???????A_???????EO???????AW????????????????????G????????@???????C?????????C?????????I?????????EO?????????e??????????????????????_???????????????G????O??????????C??????????A_??????????X???????????e
single,80,1,10,30,30,0,3,1.024,1,4039,10,,~?@OCQeQW?????C?C?I?EO?e???????????O??C??A_??X???e????????????????C????O???A_???EO???AW?????????????????????C?????C?????I?????EO?????e???????????????????G??????OO??????C??????A_??????X???????e????????????????????A???????@???C????????O???????A_???????EO???????AW?????????????????????A?????????O?????C?????????C?????????I?????????EO?????????e???????????????????????G??????????O????????O??????????C??????????A_??????????X???????????e????????????????????????A???????????@???????????C????????????O???????????A_???????????EO???????????AW
single,88,1,11,33,33,0,3,1.024,1,4039,11,,~?@WCQeQW?????C?C?I?EO?e???????????O??C??A_??X???e????????????????C????O???A_???EO???AW?????????????????????C?????C?????I?????EO?????e?????????????@?????????????O??????C??????A_??????X???????e??????????????????????_???????O?C????????O???????A_???????EO???????AW???????????????????????_????????C????C?????????C?????????I?????????EO?????????e????????????????????????A??????????C???????O??????????C??????????A_??????????X???????????e??????????????????????????_???????????O?????????C????????????O???????????A_???????????EO???????????AW???????????????????????????_???????????????????G?????C?????????????C?????????????I?????????????EO?????????????e
single,96,1,12,36,36,0,3,1.024,1,4039,12,,~?@_CQeQW?????C?C?I?EO?e???????????O??C??A_??X???e????????????????C????O???A_???EO???AW?????????????????????C?????C?????I?????EO?????e???????????????????????????O??????C??????A_??????X???????e???????????????????????G???????CC????????O???????A_???????EO???????AW????????????????????????G????????@???C?????????C?????????I?????????EO?????????e??????????????????????????_?????????@??????O??????????C??????????A_??????????X???????????e???????????????????????????G???????????C????????C????????????O???????????A_???????????EO???????????AW????????????????????????????G????????????@???????????C?????????????C?????????????I?????????????EO?????????????e??????????????????????????????_?????????????@??????????????O??????????????C??????????????A_??????????????X???????????????e
single,16,1,2,6,6,0,3,1.024,1,4065,2,,OCQbUG??@?AC?C?I?BO@a
single,24,1,3,9,9,0,3,1.024,1,4065,3,,WCQbUG??@??C?C?I?BO@a??????_???GO??C??A_??L??@a
single,32,1,4,12,12,0,3,1.024,1,4065,4,,_CQbUG??@??C?C?I?BO@a??????????GO??C??A_??L??@a???????????O?_??C????O???A_???BO???EG
single,40,1,5,15,15,0,3,1.024,1,4065,5,,gCQbUG??@??C?C?I?BO@a???????????O??C??A_??L??@a???????????O??G?C????O???A_???BO???EG???????????_???????G?C?????C?????I?????BO????@a
single,48,1,6,18,18,0,3,1.024,1,4065,6,,oCQbUG??@??C?C?I?BO@a???????????O??C??A_??L??@a???????????????AC????O???A_???BO???EG??????????????@???_??C?????C?????I?????BO????@a????????????????C????_?????O??????C??????A_??????L??????@a
single,56,1,7,21,21,0,3,1.024,1,4065,7,,wCQbUG??@??C?C?I?BO@a???????????O??C??A_??L??@a????????????????C????O???A_???BO???EG??????????????@????G?C?????C?????I?????BO????@a????????????????C?????G????O??????C??????A_??????L??????@a????????????????A????????????_??C????????O???????A_???????BO???????EG
single,64,1,8,24,24,0,3,1.024,1,4065,8,,~?@?CQbUG??@??C?C?I?BO@a???????????O??C??A_??L??@a????????????????C????O???A_???BO???EG????????????????????AC?????C?????I?????BO????@a???????????????????O???A???O??????C??????A_??????L??????@a????????????????????C?????G?????C????????O???????A_???????BO???????EG?????????????????????C??????A????????C?????????C?????????I?????????BO????????@a
single,72,1,9,27,27,0,3,1.024,1,4065,9,,~?@GCQbUG??@??C?C?I?BO@a???????????O??C??A_??L??@a????????????????C????O???A_???BO???EG?????????????????????C?????C?????I?????BO????@a???????????????????O?????_?O??????C??????A_??????L??????@a????????????????????C??????A????C????????O???????A_???????BO???????EG?????????????????????C????????_??????C?????????C?????????I?????????BO????????@a??????????????????????_???????????????G????O??????????C??????????A_??????????L??????????@a
single,80,1,10,30,30,0,3,1.024,1,4065,10,,~?@OCQbUG??@??C?C?I?BO@a???????????O??C??A_??L??@a????????????????C????O???A_???BO???EG?????????????????????C?????C?????I?????BO????@a??????????????????????????GO??????C??????A_??????L??????@a???????????????????????O?????_??C????????O???????A_???????BO???????EG????????????????????????O??????G?????C?????????C?????????I?????????BO????????@a?????????????????????????@????????G????????O??????????C??????????A_??????????L??????????@a???????????????????????????O?????????_??????????C????????????O???????????A_???????????BO???????????EG
single,88,1,11,33,33,0,3,1.024,1,4065,11,,~?@WCQbUG??@??C?C?I?BO@a???????????O??C??A_??L??@a????????????????C????O???A_???BO???EG?????????????????????C?????C?????I?????BO????@a???????????????????????????O??????C??????A_??????L??????@a???????????????????????O??????G?C????????O???????A_???????BO???????EG????????????????????????O???????A????C?????????C?????????I?????????BO????????@a?????????????????????????@?????????A???????O??????????C??????????A_??????????L??????????@a???????????????????????????O??????????G?????????C????????????O???????????A_???????????BO???????????EG???????????????????????????_???????????????????G?????C?????????????C?????????????I?????????????BO????????????@a
single,96,1,12,36,36,0,3,1.024,1,4065,12,,~?@_CQbUG??@??C?C?I?BO@a???????????O??C??A_??L??@a????????????????C????O???A_???BO???EG?????????????????????C?????C?????I?????BO????@a???????????????????????????O??????C??????A_??????L??????@a???????????????????????????????AC????????O???????A_???????BO???????EG??????????????????????????@???????_??C?????????C?????????I?????????BO????????@a????????????????????????????C????????_?????O??????????C??????????A_??????????L??????????@a?????????????????????????????@?????????A????????C????????????O???????????A_???????????BO???????????EG??????????????????????????????@???????????_??????????C?????????????C?????????????I?????????????BO????????????@a????????????????????????????????C????????????_?????????????O??????????????C??????????????A_??????????????L??????????????@a
single,16,1,2,6,6,0,3,1.024,1,4232,2,,OCQRU_??@??C?C@H?BO@g
single,24,1,3,9,9,0,3,1.024,1,4232,3,,WCQRU_?????C?C@H?BO@g???????O???O??CG?AO??L??@g
single,32,1,4,12,12,0,3,1.024,1,4232,4,,_CQRU_?????C?C@H?BO@g???????O???O??C??AO??L??@g????????C???????C????O???QO???BO???E_
single,40,1,5,15,15,0,3,1.024,1,4232,5,,gCQRU_?????C?C@H?BO@g???????????O??C??AO??L??@g?????????@??????C????O???QO???BO???E_?????????????C???????C?????CG????H?????BO????@g
single,48,1,6,18,18,0,3,1.024,1,4232,6,,oCQRU_?????C?C@H?BO@g???????????O??C??AO??L??@g???????????O????C????O???AO???BO???E_????????????O????????C?????C????@H?????BO????@g?????????????@?????????????O??????C???C??AO??????L??????@g
single,56,1,7,21,21,0,3,1.024,1,4232,7,,wCQRU_?????C?C@H?BO@g???????????O??C??AO??L??@g????????????????C????O???AO???BO???E_?????????????C???????C?????C????@H?????BO????@g???????????????O???????????O??????C???C??AO??????L??????@g????????????????????C???????????C????????O_??????AO???????BO???????E_
single,64,1,8,24,24,0,3,1.024,1,4232,8,,~?@?CQRU_?????C?C@H?BO@g???????????O??C??AO??L??@g????????????????C????O???AO???BO???E_??????????????@??????C?????C?????H?????BO????@g????????????????C??????????O??????C??????QO??????L??????@g?????????????????@??????????????C????????O????C??AO???????BO???????E_??????????????????@??????????????????C?????????C???C?????H?????????BO????????@g
single,72,1,9,27,27,0,3,1.024,1,4232,9,,~?@GCQRU_?????C?C@H?BO@g???????????O??C??AO??L??@g????????????????C????O???AO???BO???E_?????????????????????C?????C?????H?????BO????@g?????????????????@?????????O??????C??????QO??????L??????@g???????????????????O????????????C????????O????C??AO???????BO???????E_????????????????????O????????????????C?????????C???C?????H?????????BO????????@g???????????????????????????O???????????????O??????????CG?????????AO??????????L??????????@g
single,80,1,10,30,30,0,3,1.024,1,4232,10,,~?@OCQRU_?????C?C@H?BO@g???????????O??C??AO??L??@g????????????????C????O???AO???BO???E_?????????????????????C?????C?????H?????BO????@g???????????????????O???????O??????C??????AO??????L??????@g????????????????????C???????????C????????O???????QO???????BO???????E_?????????????????????C???????????????C?????????C??????O??H?????????BO????????@g???????????????????????O???????????????????O??????????C????@?????AO??????????L??????????@g????????????????????????C???????????????????????C????????????O???O???????AO???????????BO???????????E_
single,88,1,11,33,33,0,3,1.024,1,4232,11,,~?@WCQRU_?????C?C@H?BO@g???????????O??C??AO??L??@g????????????????C????O???AO???BO???E_?????????????????????C?????C?????H?????BO????@g???????????????????????????O??????C??????AO??????L??????@g?????????????????????@??????????C????????O???????QO???????BO???????E_??????????????????????@??????????????C?????????C??????O??H?????????BO????????@g????????????????????????C??????????????????O??????????C????@?????AO??????????L??????????@g?????????????????????????@??????????????????????C????????????O???O???????AO???????????BO???????????E_?????????????????????????????????C???????????????????C?????????????CG????????????H?????????????BO????????????@g
single,96,1,12,36,36,0,3,1.024,1,4232,12,,~?@_CQRU_?????C?C@H?BO@g???????????O??C??AO??L??@g????????????????C????O???AO???BO???E_?????????????????????C?????C?????H?????BO????@g???????????????????????????O??????C??????AO??????L??????@g???????????????????????O????????C????????O???????AO???????BO???????E_????????????????????????O????????????C?????????C????????@H?????????BO????????@g?????????????????????????@?????????????????O??????????C???????C??AO??????????L??????????@g???????????????????????????O????????????????????C????????????O?????@?????AO???????????BO???????????E_????????????????????????????O????????????????????????C?????????????C????@????????H?????????????BO????????????@g?????????????????????????????@?????????????????????????????O??????????????C???C??????????AO??????????????L??????????????@g
single,16,1,2,6,6,0,3,1.024,1,1702,2,,O?`ePg?O??A??G?E?EO?Y
single,24,1,3,9,9,0,3,1.024,1,1702,3,,W?`ePg?O?????G?E?EO?Y???O??????G???G??@_??X???Y
single,32,1,4,12,12,0,3,1.024,1,1702,4,,_?`ePg?O?????G?E?EO?Y??????????G???G??@_??X???Y??????@??????_???????_???@_???EO???@g
single,40,1,5,15,15,0,3,1.024,1,1702,5,,g?`ePg?O?????G?E?EO?Y??????????????G??@_??X???Y??????@???????G??????_???@_???EO???@g?????C?????????????G???????G?????E?????EO?????Y
single,48,1,6,18,18,0,3,1.024,1,1702,6,,o?`ePg?O?????G?E?EO?Y??????????????G??@_??X???Y???????????????A?????_???@_???EO???@g?????????O????????_????????G?????E?????EO?????Y?????????C???????????_????????????G??????@_??????X???????Y
single,56,1,7,21,21,0,3,1.024,1,1702,7,,w?`ePg?O?????G?E?EO?Y??????????????G??@_??X???Y?????????????????????_???@_???EO???@g?????????O?????????G???????G?????E?????EO?????Y?????????C????????????G???????????G??????@_??????X???????Y????????C????????????????????_???????????_???????@_???????EO???????@g
single,64,1,8,24,24,0,3,1.024,1,1702,8,,~?@??`ePg?O?????G?E?EO?Y??????????????G??@_??X???Y?????????????????????_???@_???EO???@g????????????????????A??????G?????E?????EO?????Y????????????O??????????A??????????G??????@_??????X???????Y????????????O?????????????G??????????????_???????@_???????EO???????@g???????????@????????????????A??????????????????G?????????E?????????EO?????????Y
single,72,1,9,27,27,0,3,1.024,1,1702,9,,~?@G?`ePg?O?????G?E?EO?Y??????????????G??@_??X???Y?????????????????????_???@_???EO???@g???????????????????????????G?????E?????EO?????Y????????????O????????????_????????G??????@_??????X???????Y????????????O??????????????A?????????????_???????@_???????EO???????@g???????????@??????????????????_????????????????G?????????E?????????EO?????????Y???????????O??????????????????????????G???????????????G??????????@_??????????X???????????Y
single,80,1,10,30,30,0,3,1.024,1,1702,10,,~?@O?`ePg?O?????G?E?EO?Y??????????????G??@_??X???Y?????????????????????_???@_???EO???@g???????????????????????????G?????E?????EO?????Y??????????????????????????G???????G??????@_??????X???????Y??????????????@??????????????_???????????_???????@_???????EO???????@g??????????????C????????????????G???????????????G?????????E?????????EO?????????Y??????????????@???????????????????G???????????????????G??????????@_??????????X???????????Y??????????????@??????????????????????_???????????????????????_???????????@_???????????EO???????????@g
single,88,1,11,33,33,0,3,1.024,1,1702,11,,~?@W?`ePg?O?????G?E?EO?Y??????????????G??@_??X???Y?????????????????????_???@_???EO???@g???????????????????????????G?????E?????EO?????Y??????????????????????????????????G??????@_??????X???????Y??????????????@???????????????G??????????_???????@_???????EO???????@g??????????????C?????????????????A??????????????G?????????E?????????EO?????????Y??????????????@????????????????????A??????????????????G??????????@_??????????X???????????Y??????????????@???????????????????????G??????????????????????_???????????@_???????????EO???????????@g?????????????C?????????????????????????????????G???????????????????G?????????????E?????????????EO?????????????Y
