graph_id,source,n,d_max,alpha,c_log,hoffman,hoffman_t,theta,theta_t,theta_prime,theta_prime_t,chi_f,chi_f_t,clique_cover,clique_cover_t,hardcore,hardcore_t,hoffman_over_alpha,theta_over_alpha,theta_prime_over_alpha,chi_f_over_alpha,clique_cover_over_alpha,alpha_over_hardcore
0530dd276443942d,cayley_tabu,41,14,6,0.77633,12.283780331331878,0.0003,9.1434708664362,0.1841,9.14347091992228,0.2117,13.66662915115181,0.0031,16,0.0003,5.985687559609467,0.0411,2.0473,1.5239,1.5239,2.2778,2.6667,1.0024
60905b872d6a77d5,disjoint_lift,42,6,9,0.717571,,0.0001,11.317258235088344,0.0795,11.30256405601391,0.3141,14.000010861028654,0.0023,18,0.001,8.983738477158218,2.022,,1.2575,1.2558,1.5556,2.0,1.0018
3b20d20057446988,circulant_fast,43,10,8,0.80799,15.070509520205329,0.0003,11.155833166258734,0.1536,11.138049357368065,0.1996,14.333347483449622,0.0025,17,0.0003,7.978820344038543,0.2857,1.8838,1.3945,1.3923,1.7917,2.125,1.0027
a00aa668435bb667,cayley_tabu,44,8,8,0.699489,13.93405699159678,0.0003,11.34186113290484,0.122,11.341864394242961,0.1711,14.666666900621923,0.0024,18,0.0003,7.98639742319565,0.8005,1.7418,1.4177,1.4177,1.8333,2.25,1.0017
bac9acce4aedf043,disjoint_lift,45,7,9,0.719458,,0.0001,11.755387075423991,0.0919,11.75538786875093,0.3366,14.999999996444544,0.0023,19,0.0003,,,,1.3062,1.3062,1.6667,2.1111,
8fd1009809fd77ee,cayley_tabu,46,16,6,0.75271,13.117629769470467,0.0002,9.872511518346023,0.2036,9.87250666874916,0.2544,15.33333333341383,0.0039,18,0.0003,,,2.1863,1.6454,1.6454,2.5556,3.0,
f1829f22e28cbcf3,circulant_fast,47,12,8,0.821984,15.73634668433933,0.0002,11.785957698548296,0.1963,11.785954652122308,0.3324,15.666675435872758,0.0028,19,0.0003,,,1.967,1.4732,1.4732,1.9583,2.375,
5a0f54dfe475babb,cayley_tabu_gap,48,4,12,0.721348,16.00000000000001,0.0002,14.058832655543505,0.0741,14.058875022450252,0.1269,16.000005894745676,0.002,20,0.0002,,,1.3333,1.1716,1.1716,1.3333,1.6667,
49118ac41e0a66d0,circulant_fast,49,12,8,0.788434,15.091711868946357,0.0002,11.791448423725079,0.1734,11.791431844068295,0.4334,16.333273356188172,0.0031,20,0.0004,,,1.8865,1.4739,1.4739,2.0417,2.5,
30f85de18b277cb6,cayley_tabu,50,6,12,0.803679,15.18927630227217,0.0002,14.54953970791927,0.1609,14.54952761649064,0.2454,16.666670440365976,0.0028,20,0.0003,,,1.2658,1.2125,1.2125,1.3889,1.6667,
a281ac166fde78c6,cayley_tabu,51,8,9,0.678915,12.369316876852988,0.0002,12.369315155503319,0.1376,12.36931399855243,0.1279,17.000036683389773,0.0039,21,0.0003,,,1.3744,1.3744,1.3744,1.8889,2.3333,
75a7bef5257dadf1,cayley_tabu,52,6,12,0.772769,18.078962109913707,0.0003,14.422197921246829,0.1291,14.422204147732526,0.3435,17.333337046549083,0.0023,21,0.0003,,,1.5066,1.2018,1.2019,1.4444,1.75,
